character	unicode	code_hex	native_slot_character	page	x0	y0	x1	y1	punctuation	source
剑	U+5251	8B4C	記	2	120	0	134	14	no	ark-12px-common
斩	U+65A9	8B4D	貴	2	135	0	149	14	no	ark-12px-common
帅	U+5E05	8B50	輝	2	165	0	179	14	no	ark-12px-common
九	U+4E5D	8B55	偽	2	195	0	209	14	no	ark-12px-common
蛇	U+86C7	8B56	儀	2	210	0	224	14	no	ark-12px-common
侧	U+4FA7	8B5D	犠	2	0	15	14	29	no	ark-12px-common
虐	U+8650	8B60	義	2	30	15	44	29	no	ark-12px-common
灵	U+7075	8B63	議	2	45	15	59	29	no	ark-12px-zh_cn
留	U+7559	8B69	喫	2	75	15	89	29	no	ark-12px-common
悠	U+60A0	8B6C	詰	2	90	15	104	29	no	fusion-12px-zh_hans
闲	U+95F2	8B74	逆	2	135	15	149	29	no	ark-12px-common
莫	U+83AB	8B7B	宮	2	210	15	224	29	no	ark-12px-common
响	U+54CD	8B83	泣	2	15	30	29	44	no	ark-12px-common
逐	U+9010	8B87	窮	2	60	30	74	44	no	ark-12px-common
渐	U+6E10	8B89	級	2	75	30	89	44	no	ark-12px-common
份	U+4EFD	8B92	拠	2	135	30	149	44	no	ark-12px-common
枪	U+67AA	8B93	挙	2	150	30	164	44	no	ark-12px-common
凭	U+51ED	8B96	許	2	165	30	179	44	no	ark-12px-common
视	U+89C6	8B9B	魚	2	195	30	209	44	no	ark-12px-common
胁	U+80C1	8B9E	京	2	210	30	224	44	no	ark-12px-common
险	U+9669	8BA4	共	2	240	30	254	44	no	ark-12px-common
亲	U+4EB2	8BA6	協	2	15	45	29	59	no	ark-12px-zh_cn
调	U+8C03	8BAD	強	2	45	45	59	59	no	ark-12px-common
帕	U+5E15	8BB5	況	2	90	45	104	59	no	ark-12px-common
伽	U+4F3D	8BBA	脅	2	135	45	149	59	no	ark-12px-common
藏	U+85CF	8BBB	興	2	150	45	164	59	no	ark-12px-common
绝	U+7EDD	8BBD	郷	2	165	45	179	59	no	ark-12px-common
境	U+5883	8BBE	鏡	2	180	45	194	59	no	ark-12px-common
仇	U+4EC7	8BBF	響	2	195	45	209	59	no	ark-12px-common
传	U+4F20	8BC1	驚	2	210	45	224	59	no	ark-12px-common
诱	U+8BF1	8BC6	業	2	225	45	239	59	no	ark-12px-common
饵	U+9975	8BC8	曲	2	0	60	14	74	no	ark-12px-common
敢	U+6562	8BC9	極	2	15	60	29	74	no	ark-12px-zh_cn
骗	U+9A97	8BCA	玉	2	30	60	44	74	no	ark-12px-common
总	U+603B	8BCF	均	2	45	60	59	74	no	ark-12px-common
设	U+8BBE	8BD6	禁	2	60	60	74	74	no	ark-12px-common
陷	U+9677	8BD9	緊	2	75	60	89	74	no	ark-12px-common
阱	U+9631	8BE2	銀	2	120	60	134	74	no	ark-12px-common
撞	U+649E	8BE4	倶	2	135	60	149	74	no	ark-12px-common
简	U+7B80	8BEC	駆	2	195	60	209	74	no	ark-12px-common
辛	U+8F9B	8BF2	喰	2	240	60	254	74	no	ark-12px-common
该	U+8BE5	8BF8	串	2	15	75	29	89	no	ark-12px-common
清	U+6E05	8C45	窪	2	45	75	59	89	no	ark-12px-common
单	U+5355	8C4A	繰	2	60	75	74	89	no	ark-12px-common
颗	U+9897	8C4E	君	2	75	75	89	89	no	ark-12px-common
垃	U+5783	8C50	訓	2	90	75	104	89	no	ark-12px-common
圾	U+573E	8C52	軍	2	120	75	134	89	no	ark-12px-common
坟	U+575F	8C57	係	2	135	75	149	89	no	ark-12px-common
草	U+8349	8C59	刑	2	150	75	164	89	no	ark-12px-common
纵	U+7EB5	8C63	慶	2	225	75	239	89	no	fusion-12px-zh_hans
计	U+8BA1	8C65	憩	2	240	75	254	89	no	ark-12px-common
谋	U+8C0B	8C66	掲	2	0	90	14	104	no	ark-12px-common
败	U+8D25	8C67	携	2	15	90	29	104	no	ark-12px-common
兰	U+5170	8C69	景	2	45	90	59	104	no	ark-12px-common
诡	U+8BE1	8C6F	経	2	75	90	89	104	no	ark-12px-common
脚	U+811A	8C70	継	2	90	90	104	104	no	ark-12px-common
丹	U+4E39	8C76	計	2	105	90	119	104	no	ark-12px-common
莽	U+83BD	8C78	警	2	120	90	134	104	no	ark-12px-common
爸	U+7238	8C79	軽	2	135	90	149	104	no	ark-12px-common
晚	U+665A	8C82	撃	2	165	90	179	104	no	ark-12px-common
堵	U+5835	8C88	決	2	210	90	224	104	no	ark-12px-common
划	U+5212	8C8A	穴	2	225	90	239	104	no	ark-12px-common
马	U+9A6C	8C8B	結	2	240	90	254	104	no	ark-12px-common
闭	U+95ED	8C95	剣	2	60	105	74	119	no	ark-12px-common
旧	U+65E7	8C97	圏	2	75	105	89	119	no	ark-12px-common
嘴	U+5634	8C99	嫌	2	90	105	104	119	no	ark-12px-zh_cn
阵	U+9635	8C9B	憲	2	120	105	134	119	no	ark-12px-common
查	U+67E5	8C9F	検	2	150	105	164	119	no	ark-12px-common
漂	U+6F02	8CA0	権	2	165	105	179	119	no	ark-12px-common
亮	U+4EAE	8CA2	犬	2	180	105	194	119	no	ark-12px-zh_cn
其	U+5176	8CA7	県	2	210	105	224	119	no	ark-12px-common
淡	U+6DE1	8CA9	見	2	240	105	254	119	no	ark-12px-common
结	U+7ED3	8CAF	険	2	0	120	14	134	no	ark-12px-common
懒	U+61D2	8CB1	験	2	15	120	29	134	no	ark-12px-common
剩	U+5269	8CB5	厳	2	60	120	74	134	no	ark-12px-common
几	U+51E0	8CB8	減	2	75	120	89	134	no	ark-12px-common
锻	U+953B	8CBB	現	2	90	120	104	134	no	ark-12px-common
累	U+7D2F	8CC2	個	2	135	120	149	134	no	ark-12px-common
赘	U+8D58	8CC5	固	2	180	120	194	134	no	fusion-12px-zh_hans
虽	U+867D	8CC9	庫	2	225	120	239	134	no	ark-12px-common
证	U+8BC1	8CD6	誇	2	0	135	14	149	no	ark-12px-common
怜	U+601C	8CDF	午	2	30	135	44	149	no	ark-12px-zh_cn
卷	U+5377	8CE3	後	2	45	135	59	149	no	ark-12px-common
乘	U+4E58	8CEA	語	2	90	135	104	149	no	ark-12px-common
泊	U+6CCA	8CEB	誤	2	105	135	119	149	no	ark-12px-common
牺	U+727A	8CEC	護	2	120	135	134	149	no	ark-12px-common
拯	U+62EF	8CEE	乞	2	135	135	149	149	no	ark-12px-common
墙	U+5899	8CF8	効	2	225	135	239	149	no	ark-12px-common
坠	U+5760	8D4C	広	2	60	150	74	164	no	ark-12px-common
游	U+6E38	8D5A	校	2	150	150	164	164	no	ark-12px-common
胎	U+80CE	8D5C	構	2	165	150	179	164	no	ark-12px-common
～	U+FF5E	8D65	稿	2	195	150	209	164	no	ark-12px-common
咦	U+54A6	8D7C	鋼	2	0	165	14	179	no	ark-12px-common
边	U+8FB9	8D80	項	2	30	165	44	179	no	ark-12px-common
长	U+957F	8D81	香	2	45	165	59	179	no	ark-12px-common
诉	U+8BC9	8D95	黒	2	165	165	179	179	no	ark-12px-common
琪	U+742A	8D96	獄	2	180	165	194	179	no	ark-12px-common
丽	U+4E3D	8D9E	込	2	210	165	224	179	no	ark-12px-common
术	U+672F	8DA0	頃	2	225	165	239	179	no	ark-12px-common
训	U+8BAD	8DB6	左	2	75	180	89	194	no	ark-12px-common
哥	U+54E5	8DB8	査	2	105	180	119	194	no	ark-12px-common
标	U+6807	8DBD	鎖	2	120	180	134	194	no	ark-12px-common
逼	U+903C	8DC1	挫	2	150	180	164	194	no	ark-12px-common
补	U+8865	8DC3	催	2	165	180	179	194	no	ark-12px-common
掌	U+638C	8DC7	塞	2	210	180	224	194	no	ark-12px-common
权	U+6743	8DCE	歳	2	240	180	254	194	no	ark-12px-common
兹	U+5179	8DCF	済	2	0	195	14	209	no	ark-12px-common
雷	U+96F7	8DD7	細	2	30	195	44	209	no	ark-12px-common
废	U+5E9F	8DD8	菜	2	45	195	59	209	no	ark-12px-common
乎	U+4E4E	8DD9	裁	2	60	195	74	209	no	ark-12px-common
减	U+51CF	8DDA	載	2	75	195	89	209	no	ark-12px-common
须	U+987B	8DDB	際	2	90	195	104	209	no	ark-12px-common
稳	U+7A33	8DDF	罪	2	135	195	149	209	no	ark-12px-zh_cn
源	U+6E90	8DE3	阪	2	150	195	164	209	no	ark-12px-common
趁	U+8D81	8DE9	埼	2	165	195	179	209	no	ark-12px-common
欣	U+6B23	8DF0	昨	2	210	195	224	209	no	ark-12px-common
机	U+673A	8DF4	策	2	225	195	239	209	no	ark-12px-common
肆	U+8086	8DFB	冊	2	0	210	14	224	no	ark-12px-common
蓄	U+84C4	8E44	札	2	45	210	59	224	no	ark-12px-common
孙	U+5B59	8E45	殺	2	60	210	74	224	no	ark-12px-common
陪	U+966A	8E47	雑	2	75	210	89	224	no	ark-12px-common
染	U+67D3	8E49	鯖	2	90	210	104	224	no	ark-12px-common
撼	U+64BC	8E4D	皿	2	105	210	119	224	no	fusion-12px-zh_hans
场	U+573A	8E4E	晒	2	120	210	134	224	no	ark-12px-common
产	U+4EA7	8E59	産	2	210	210	224	224	no	ark-12px-common
忆	U+5FC6	8E5E	賛	2	240	210	254	224	no	ark-12px-common
捡	U+6361	8E61	斬	2	0	225	14	239	no	ark-12px-common
麻	U+9EBB	8E64	仕	2	30	225	44	239	no	ark-12px-common
泽	U+6CFD	8E69	司	2	60	225	74	239	no	ark-12px-common
尼	U+5C3C	8E6F	姉	2	120	225	134	239	no	ark-12px-common
丧	U+4E27	8E74	師	2	180	225	194	239	no	ark-12px-common
奖	U+5956	8E85	糸	2	45	240	59	254	no	fusion-12px-zh_hans
关	U+5173	8E86	紙	2	60	240	74	254	no	ark-12px-common
碍	U+788D	8E8B	視	2	75	240	89	254	no	ark-12px-common
厉	U+5389	8E8C	詞	2	90	240	104	254	no	ark-12px-common
识	U+8BC6	8E8D	詩	2	105	240	119	254	no	ark-12px-common
称	U+79F0	8E8E	試	2	120	240	134	254	no	ark-12px-zh_cn
媒	U+5A92	8E91	資	2	135	240	149	254	no	ark-12px-common
锦	U+9526	8E95	歯	2	150	240	164	254	no	ark-12px-common
冠	U+51A0	8E99	児	2	195	240	209	254	no	ark-12px-common
雅	U+96C5	8E9E	時	2	240	240	254	254	no	ark-12px-common
确	U+786E	8EAD	鹿	3	90	0	104	14	no	ark-12px-zh_cn
林	U+6797	8EAF	識	3	120	0	134	14	no	ark-12px-common
瘦	U+7626	8EB7	執	3	150	0	164	14	no	ark-12px-common
骤	U+9AA4	8EBA	室	3	180	0	194	14	no	fusion-12px-zh_hans
疾	U+75BE	8EBF	質	3	195	0	209	14	no	ark-12px-common
智	U+667A	8EC0	実	3	210	0	224	14	no	ark-12px-common
挡	U+6321	8EC5	芝	3	225	0	239	14	no	ark-12px-common
认	U+8BA4	8EC9	舎	3	240	0	254	14	no	ark-12px-common
拼	U+62FC	8ECA	写	3	0	15	14	29	no	ark-12px-common
叛	U+53DB	8ECC	捨	3	15	15	29	29	no	ark-12px-common
唤	U+5524	8ECD	赦	3	30	15	44	29	no	ark-12px-common
抬	U+62AC	8ED0	社	3	45	15	59	29	no	ark-12px-common
偶	U+5076	8ED3	謝	3	75	15	89	29	no	ark-12px-common
尔	U+5C14	8ED4	車	3	90	15	104	29	no	ark-12px-zh_cn
仍	U+4ECD	8EED	種	3	225	15	239	29	no	ark-12px-common
龟	U+9F9F	8EF0	酒	3	240	15	254	29	no	ark-12px-common
臂	U+81C2	8EF4	呪	3	30	30	44	44	no	ark-12px-common
惜	U+60DC	8EF5	寿	3	45	30	59	44	no	ark-12px-common
轰	U+8F70	8EFB	収	3	60	30	74	44	no	ark-12px-common
浆	U+6D46	8F48	秋	3	120	30	134	44	no	fusion-12px-zh_hans
谨	U+8C28	8F49	終	3	135	30	149	44	no	ark-12px-common
遵	U+9075	8F4B	習	3	150	30	164	44	no	ark-12px-common
遇	U+9047	8F50	襲	3	180	30	194	44	no	ark-12px-common
遥	U+9065	8F51	讐	3	195	30	209	44	no	fusion-12px-zh_hans
值	U+503C	8F54	週	3	210	30	224	44	no	ark-12px-common
博	U+535A	8F5D	従	3	15	45	29	59	no	ark-12px-common
电	U+7535	8F60	汁	3	30	45	44	59	no	ark-12px-common
继	U+7EE7	8F65	銃	3	60	45	74	59	no	ark-12px-common
续	U+7EED	8F68	宿	3	75	45	89	59	no	ark-12px-common
创	U+521B	8F6B	縮	3	90	45	104	59	no	ark-12px-common
尚	U+5C1A	8F6D	塾	3	105	45	119	59	no	ark-12px-common
细	U+7EC6	8F70	術	3	150	45	164	59	no	ark-12px-common
华	U+534E	8F80	準	3	195	45	209	59	no	ark-12px-common
难	U+96BE	8F82	盾	3	210	45	224	59	no	ark-12px-common
况	U+51B5	8F83	純	3	225	45	239	59	no	ark-12px-common
毒	U+6BD2	8F87	順	3	240	45	254	59	no	ark-12px-common
挠	U+6320	8F88	処	3	0	60	14	74	no	ark-12px-common
阳	U+9633	8F8B	暑	3	45	60	59	74	no	ark-12px-common
袭	U+88AD	8F8F	緒	3	60	60	74	74	no	ark-12px-common
类	U+7C7B	8F90	署	3	75	60	89	74	no	ark-12px-common
纪	U+7EAA	8F91	書	3	90	60	104	74	no	ark-12px-common
顾	U+987E	8F99	徐	3	135	60	149	74	no	ark-12px-common
诞	U+8BDE	8F9D	傷	3	165	60	179	74	no	ark-12px-common
愿	U+613F	8F9F	勝	3	180	60	194	74	no	ark-12px-common
谓	U+8C13	8FB0	床	3	15	75	29	89	no	ark-12px-common
轮	U+8F6E	8FBB	晶	3	60	75	74	89	no	ark-12px-common
渴	U+6E34	8FC4	焼	3	105	75	119	89	no	ark-12px-common
缩	U+7F29	8FD0	紹	3	165	75	179	89	no	ark-12px-common
劳	U+52B3	8FD5	衝	3	180	75	194	89	no	ark-12px-common
闪	U+95EA	8FD8	証	3	195	75	209	89	no	ark-12px-common
势	U+52BF	8FDA	詳	3	210	75	224	89	no	fusion-12px-zh_hans
热	U+70ED	8FDC	賞	3	240	75	254	89	no	fusion-12px-zh_hans
胶	U+80F6	8FE4	丈	3	30	90	44	104	no	ark-12px-common
囊	U+56CA	8FE6	乗	3	45	90	59	104	no	ark-12px-common
或	U+6216	8FE7	冗	3	60	90	74	104	no	ark-12px-common
优	U+4F18	8FE8	剰	3	75	90	89	104	no	ark-12px-common
悦	U+60A6	8FEA	場	3	90	90	104	104	no	ark-12px-common
戏	U+620F	8FFC	飾	3	165	90	179	104	no	ark-12px-common
问	U+95EE	9041	植	3	180	90	194	104	no	ark-12px-common
傲	U+50B2	9044	織	3	195	90	209	104	no	ark-12px-common
擂	U+64C2	9051	寝	3	60	105	74	119	no	ark-12px-common
题	U+9898	9052	審	3	75	105	89	119	no	ark-12px-common
试	U+8BD5	9057	晋	3	135	105	149	119	no	ark-12px-common
罩	U+7F69	905C	申	3	165	105	179	119	no	ark-12px-common
炼	U+70BC	9061	紳	3	210	105	224	119	no	ark-12px-common
准	U+51C6	9065	親	3	225	105	239	119	no	ark-12px-common
备	U+5907	9069	進	3	0	120	14	134	no	ark-12px-common
违	U+8FDD	906A	針	3	15	120	29	134	no	ark-12px-common
享	U+4EAB	9071	尋	3	60	120	74	134	no	ark-12px-common
趣	U+8DA3	9077	陣	3	75	120	89	134	no	ark-12px-common
磋	U+78CB	907B	須	3	90	120	104	134	no	ark-12px-zh_cn
运	U+8FD0	907D	図	3	105	120	119	134	no	ark-12px-common
帷	U+5E37	907E	厨	3	120	120	134	134	no	ark-12px-common
髓	U+9AD3	9082	垂	3	150	120	164	134	no	ark-12px-common
输	U+8F93	9084	推	3	165	120	179	134	no	ark-12px-common
误	U+8BEF	9091	髄	3	210	120	224	134	no	ark-12px-common
仅	U+4EC5	9095	枢	3	240	120	254	134	no	ark-12px-common
妄	U+5984	90A1	寸	3	0	135	14	149	no	ark-12px-common
喊	U+558A	90A8	勢	3	45	135	59	149	no	ark-12px-common
夸	U+5938	90BB	製	3	240	135	254	149	no	ark-12px-common
词	U+8BCD	90CC	昔	3	90	150	104	164	no	ark-12px-common
尸	U+5C38	90CD	析	3	105	150	119	164	no	ark-12px-common
笨	U+7B28	90CF	積	3	135	150	149	164	no	ark-12px-common
蛋	U+86CB	90D1	績	3	150	150	164	164	no	ark-12px-common
因	U+56E0	90D3	責	3	165	150	179	164	no	ark-12px-common
压	U+538B	90D5	跡	3	195	150	209	164	no	ark-12px-common
呕	U+5455	90DC	折	3	240	150	254	164	no	ark-12px-common
饶	U+9976	90DD	設	3	0	165	14	179	no	ark-12px-common
恕	U+6055	90DF	節	3	15	165	29	179	no	ark-12px-common
堆	U+5806	90E0	説	3	30	165	44	179	no	ark-12px-common
严	U+4E25	90E2	絶	3	60	165	74	179	no	ark-12px-common
阶	U+9636	90EA	専	3	150	165	164	179	no	ark-12px-common
东	U+4E1C	90EC	川	3	165	165	179	179	no	ark-12px-common
义	U+4E49	90ED	戦	3	180	165	194	179	no	ark-12px-common
遗	U+9057	90FC	線	3	210	165	224	179	no	ark-12px-common
牵	U+7275	9140	繊	3	225	165	239	179	no	ark-12px-common
憾	U+61BE	9146	詮	3	0	180	14	194	no	fusion-12px-zh_hans
逞	U+901E	9148	践	3	15	180	29	194	no	ark-12px-common
吼	U+543C	9149	選	3	30	180	44	194	no	ark-12px-common
免	U+514D	914D	閃	3	45	180	59	194	no	ark-12px-common
孩	U+5B69	914E	鮮	3	60	180	74	194	no	ark-12px-common
愉	U+6109	9156	膳	3	135	180	149	194	no	ark-12px-common
啪	U+556A	915F	狙	3	150	180	164	194	no	fusion-12px-zh_hans
嘉	U+5609	9162	礎	3	165	180	179	194	no	ark-12px-common
雄	U+96C4	9166	素	3	180	180	194	194	no	ark-12px-common
宾	U+5BBE	9167	組	3	195	180	209	194	no	ark-12px-common
牢	U+7262	9168	蘇	3	210	180	224	194	no	ark-12px-common
亏	U+4E8F	916E	創	3	240	180	254	194	no	ark-12px-common
充	U+5145	9171	倉	3	15	195	29	209	no	ark-12px-common
满	U+6EE1	9177	層	3	45	195	59	209	no	ark-12px-common
羞	U+7F9E	917C	掃	3	75	195	89	209	no	ark-12px-zh_cn
概	U+6982	918D	総	3	150	195	164	209	no	fusion-12px-zh_hans
节	U+8282	919B	騒	3	210	195	224	209	no	ark-12px-common
报	U+62A5	919D	増	3	240	195	254	209	no	ark-12px-common
构	U+6784	919E	憎	3	0	210	14	224	no	ark-12px-common
辽	U+8FBD	919F	臓	3	15	210	29	224	no	ark-12px-common
阔	U+9614	91A4	側	3	45	210	59	224	no	ark-12px-common
毕	U+6BD5	91AA	測	3	105	210	119	224	no	ark-12px-common
损	U+635F	91B1	続	3	180	210	194	224	no	ark-12px-common
维	U+7EF4	91B7	孫	3	210	210	224	224	no	ark-12px-common
扎	U+624E	91B9	損	3	240	210	254	224	no	ark-12px-common
葬	U+846C	91BA	村	3	0	225	14	239	no	ark-12px-common
阴	U+9634	91CA	駄	3	75	225	89	239	no	ark-12px-common
厚	U+539A	91CE	対	3	105	225	119	239	no	ark-12px-common
迅	U+8FC5	91D1	帯	3	135	225	149	239	no	ark-12px-common
排	U+6392	91D4	態	3	165	225	179	239	no	ark-12px-zh_cn
谈	U+8C08	91DD	貸	3	195	225	209	239	no	ark-12px-common
耀	U+8000	91DF	逮	3	225	225	239	239	no	ark-12px-common
悬	U+60AC	91E0	隊	3	240	225	254	239	no	ark-12px-common
脉	U+8109	91E8	題	3	60	240	74	254	no	ark-12px-common
戴	U+6234	91F0	択	3	90	240	104	254	no	ark-12px-common
坡	U+5761	91F2	沢	3	105	240	119	254	no	ark-12px-common
环	U+73AF	9240	叩	3	120	240	134	254	no	ark-12px-common
允	U+5141	9242	達	3	135	240	149	254	no	ark-12px-common
软	U+8F6F	924E	誰	3	180	240	194	254	no	ark-12px-common
污	U+6C61	9250	単	3	195	240	209	254	no	ark-12px-common
只	U+53EA	925A	短	4	0	0	14	14	no	font-baseline
尘	U+5C18	9261	誕	4	30	0	44	14	no	ark-12px-common
价	U+4EF7	9262	鍛	4	45	0	59	14	no	ark-12px-common
埃	U+57C3	9263	団	4	60	0	74	14	no	ark-12px-common
执	U+6267	9265	弾	4	75	0	89	14	no	fusion-12px-zh_hans
勿	U+52FF	926B	談	4	135	0	149	14	no	ark-12px-common
军	U+519B	926C	値	4	150	0	164	14	no	ark-12px-common
溃	U+6E83	9270	恥	4	195	0	209	14	no	ark-12px-common
盖	U+76D6	9273	痴	4	210	0	224	14	no	ark-12px-common
吞	U+541E	9277	蜘	4	0	15	14	29	no	ark-12px-common
噬	U+566C	9278	遅	4	15	15	29	29	no	ark-12px-common
猴	U+7334	927A	築	4	30	15	44	29	no	ark-12px-common
汽	U+6C7D	9287	仲	4	90	15	104	29	no	ark-12px-common
躯	U+8EAF	928B	昼	4	120	15	134	29	no	ark-12px-common
淘	U+6DD8	9296	猪	4	165	15	179	29	no	ark-12px-common
汰	U+6C70	9298	著	4	180	15	194	29	no	ark-12px-common
坚	U+575A	92A1	庁	4	195	15	209	29	no	ark-12px-common
衡	U+8861	92A3	張	4	210	15	224	29	no	ark-12px-common
逛	U+901B	92A6	懲	4	225	15	239	29	no	ark-12px-common
项	U+9879	92AA	潮	4	15	30	29	44	no	ark-12px-common
刮	U+522E	92AC	町	4	30	30	44	44	no	ark-12px-common
营	U+8425	92AE	聴	4	45	30	59	44	no	ark-12px-common
顿	U+987F	92B2	調	4	60	30	74	44	no	ark-12px-common
监	U+76D1	92B7	長	4	90	30	104	44	no	ark-12px-common
隙	U+9699	92B9	鳥	4	105	30	119	44	no	fusion-12px-zh_hans
车	U+8F66	92CB	塚	4	195	30	209	44	no	ark-12px-common
练	U+7EC3	92DE	釣	4	210	30	224	44	no	ark-12px-common
蒙	U+8499	92E1	低	4	225	30	239	44	no	ark-12px-common
绽	U+7EFD	9345	摘	4	105	45	119	59	no	ark-12px-common
议	U+8BAE	9347	敵	4	120	45	134	59	no	ark-12px-common
冰	U+51B0	934B	適	4	150	45	164	59	no	ark-12px-common
冻	U+51BB	934F	徹	4	165	45	179	59	no	ark-12px-common
风	U+98CE	9353	鉄	4	195	45	209	59	no	ark-12px-common
揍	U+63CD	9358	店	4	240	45	254	59	no	ark-12px-common
逾	U+903E	935C	貼	4	0	60	14	74	no	fusion-12px-zh_hans
曾	U+66FE	935D	転	4	15	60	29	74	no	ark-12px-common
卫	U+536B	9360	伝	4	45	60	59	74	no	ark-12px-common
喝	U+559D	9363	田	4	75	60	89	74	no	ark-12px-common
彩	U+5F69	936B	徒	4	120	60	134	74	no	ark-12px-common
稀	U+7A00	936E	渡	4	135	60	149	74	no	ark-12px-common
尝	U+5C1D	9379	土	4	225	60	239	74	no	ark-12px-common
模	U+6A21	937A	奴	4	240	60	254	74	no	ark-12px-common
烂	U+70C2	9386	宕	4	60	75	74	89	no	ark-12px-common
虑	U+8651	9387	島	4	75	75	89	89	no	ark-12px-common
楚	U+695A	938C	東	4	120	75	134	89	no	ark-12px-common
航	U+822A	9390	盗	4	135	75	149	89	no	ark-12px-common
龙	U+9F99	939D	統	4	195	75	209	89	no	ark-12px-common
珠	U+73E0	93A2	討	4	225	75	239	89	no	ark-12px-common
蛾	U+86FE	93AA	頭	4	30	90	44	104	no	ark-12px-common
专	U+4E13	93AC	闘	4	45	90	59	104	no	ark-12px-common
扑	U+6251	93AD	働	4	60	90	74	104	no	ark-12px-common
杂	U+6742	93AE	動	4	75	90	89	104	no	ark-12px-common
鱼	U+9C7C	93B1	導	4	120	90	134	104	no	ark-12px-common
痕	U+75D5	93C7	読	4	195	90	209	104	no	ark-12px-common
循	U+5FAA	93CA	凸	4	210	90	224	104	no	ark-12px-common
绕	U+7ED5	93D8	豚	4	0	105	14	119	no	ark-12px-common
雨	U+96E8	93DE	奈	4	15	105	29	119	no	ark-12px-common
齐	U+9F50	93E4	謎	4	45	105	59	119	no	ark-12px-common
纽	U+7EBD	93EF	難	4	60	105	74	119	no	ark-12px-common
资	U+8D44	9446	認	4	150	105	164	119	no	ark-12px-common
惦	U+60E6	944C	猫	4	165	105	179	119	no	ark-12px-common
库	U+5E93	9459	悩	4	225	105	239	119	no	ark-12px-common
姆	U+59C6	945A	濃	4	240	105	254	119	no	ark-12px-common
幽	U+5E7D	945B	納	4	0	120	14	134	no	ark-12px-common
适	U+9002	945D	脳	4	30	120	44	134	no	ark-12px-common
懂	U+61C2	946E	馬	4	90	120	104	134	no	ark-12px-common
谎	U+8C0E	9470	廃	4	105	120	119	134	no	ark-12px-common
谱	U+8C31	9473	敗	4	120	120	134	134	no	ark-12px-common
耶	U+8036	9474	杯	4	135	120	149	134	no	ark-12px-zh_cn
哒	U+54D2	9479	輩	4	165	120	179	134	no	ark-12px-common
陨	U+9668	9483	買	4	210	120	224	134	no	ark-12px-common
浑	U+6D51	9484	売	4	225	120	239	134	no	ark-12px-common
饰	U+9970	9499	漠	4	15	135	29	149	no	ark-12px-common
质	U+8D28	94AD	発	4	60	135	74	149	no	ark-12px-common
站	U+7AD9	94AF	髪	4	75	135	89	149	no	ark-12px-common
骑	U+9A91	94B1	罰	4	90	135	104	149	no	ark-12px-common
吵	U+5435	94B2	抜	4	105	135	119	149	no	ark-12px-common
员	U+5458	94BB	判	4	120	135	134	149	no	ark-12px-common
养	U+517B	94C0	搬	4	165	135	179	149	no	ark-12px-common
杜	U+675C	94C2	板	4	180	135	194	149	no	ark-12px-common
顶	U+9876	94C6	犯	4	210	135	224	149	no	ark-12px-common
奉	U+5949	94CC	販	4	240	135	254	149	no	ark-12px-common
启	U+542F	94CD	範	4	0	150	14	164	no	ark-12px-common
测	U+6D4B	94D1	飯	4	15	150	29	164	no	ark-12px-common
砸	U+7838	94D4	番	4	30	150	44	164	no	ark-12px-common
砰	U+7830	94DE	彼	4	45	150	59	164	no	ark-12px-common
若	U+82E5	94E0	扉	4	75	150	89	164	no	ark-12px-common
咚	U+549A	94EF	費	4	150	150	164	164	no	ark-12px-common
焰	U+7130	94F2	飛	4	180	150	194	164	no	ark-12px-common
慈	U+6148	94F5	備	4	195	150	209	164	no	fusion-12px-zh_hans
责	U+8D23	94F6	尾	4	210	150	224	164	no	ark-12px-common
德	U+5FB7	9541	柊	4	0	165	14	179	no	ark-12px-common
据	U+636E	9543	匹	4	15	165	29	179	no	ark-12px-common
弧	U+5F27	9553	百	4	45	165	59	179	no	ark-12px-common
效	U+6548	9557	標	4	60	165	74	179	no	ark-12px-common
朋	U+670B	9558	氷	4	75	165	89	179	no	ark-12px-common
积	U+79EF	955B	票	4	90	165	104	179	no	ark-12px-common
聚	U+805A	9560	描	4	120	165	134	179	no	fusion-12px-zh_hans
账	U+8D26	9562	秒	4	150	165	164	179	no	ark-12px-common
乡	U+4E61	9571	敏	4	180	165	194	179	no	ark-12px-common
伴	U+4F34	9577	婦	4	240	165	254	179	no	ark-12px-common
恼	U+607C	9578	富	4	0	180	14	194	no	ark-12px-common
迫	U+8FEB	957E	敷	4	45	180	59	194	no	ark-12px-common
换	U+6362	9582	浮	4	75	180	89	194	no	ark-12px-common
噗	U+5657	9589	負	4	105	180	119	194	no	ark-12px-common
归	U+5F52	958E	侮	4	120	180	134	194	no	ark-12px-common
每	U+6BCF	9597	風	4	195	180	209	194	no	ark-12px-common
恢	U+6062	959C	復	4	240	180	254	194	no	ark-12px-common
爪	U+722A	95A0	腹	4	30	195	44	209	no	ark-12px-common
骸	U+9AB8	95A1	複	4	45	195	59	209	no	ark-12px-common
抢	U+62A2	95A5	払	4	60	195	74	209	no	ark-12px-common
邸	U+90B8	95A7	仏	4	75	195	89	209	no	ark-12px-zh_cn
崭	U+5D2D	95B1	奮	4	120	195	134	209	no	ark-12px-common
驶	U+9A76	95B3	糞	4	135	195	149	209	no	ark-12px-common
遏	U+904F	95B5	雰	4	150	195	164	209	no	ark-12px-common
跃	U+8DC3	95B6	文	4	165	195	179	209	no	ark-12px-common
