priority	code_hex	native_character	page	x0	y0	x1	y1	used_in_original_jp_scripts	status	warning
9999	88DF	衣	1	165	120	179	134	no	reserved	
9999	88E1	違	1	180	120	194	134	yes	used_original_script	
9999	88E2	遺	1	195	120	209	134	yes	used_original_script	
9999	88E3	医	1	210	120	224	134	no	reserved	
9999	88E4	井	1	225	120	239	134	no	reserved	
9999	88E6	域	1	240	120	254	134	yes	used_original_script	
9999	88E7	育	1	0	135	14	149	yes	used_original_script	
9999	88EA	一	1	15	135	29	149	yes	used_original_script	
9999	88EE	稲	1	30	135	44	149	no	reserved	
9999	88F3	印	1	45	135	59	149	no	reserved	
9999	88F5	員	1	60	135	74	149	yes	used_original_script	
9999	88F8	引	1	75	135	89	149	yes	used_original_script	
9999	88F9	飲	1	90	135	104	149	yes	used_original_script	
9999	8942	隠	1	105	135	119	149	yes	used_original_script	
9999	8945	右	1	120	135	134	149	yes	used_original_script	
9999	8946	宇	1	135	135	149	149	yes	used_original_script	
9999	8949	迂	1	150	135	164	149	no	reserved	
9999	8950	臼	1	165	135	179	149	no	reserved	
9999	8952	嘘	1	180	135	194	149	no	reserved	
9999	8959	浦	1	195	135	209	149	no	reserved	
9999	895C	噂	1	210	135	224	149	no	reserved	
9999	895E	運	1	225	135	239	149	yes	used_original_script	
9999	8965	影	1	240	135	254	149	yes	used_original_script	
9999	8966	映	1	0	150	14	164	no	reserved	
9999	8968	栄	1	15	150	29	164	yes	used_original_script	
9999	8969	永	1	30	150	44	164	yes	used_original_script	
9999	8970	英	1	45	150	59	164	no	reserved	
9999	8973	鋭	1	60	150	74	164	no	reserved	
9999	8974	液	1	75	150	89	164	no	reserved	
9999	897A	越	1	90	150	104	164	yes	used_original_script	
9999	897E	円	1	105	150	119	164	yes	used_original_script	
9999	8980	園	1	120	150	134	164	yes	used_original_script	
9999	8987	援	1	135	150	149	164	yes	used_original_script	
9999	8989	演	1	150	150	164	164	no	reserved	
9999	898C	煙	1	165	150	179	164	no	reserved	
9999	898E	猿	1	180	150	194	164	yes	used_original_script	
9999	8993	遠	1	195	150	209	164	yes	used_original_script	
9999	8998	汚	1	210	150	224	164	yes	used_original_script	
9999	899E	応	1	225	150	239	164	yes	used_original_script	
9999	899F	押	1	240	150	254	164	yes	used_original_script	
9999	89A1	横	1	0	165	14	179	yes	used_original_script	
9999	89A4	王	1	15	165	29	179	yes	used_original_script	
9999	89AD	億	1	30	165	44	179	no	reserved	
9999	89AE	屋	1	45	165	59	179	yes	used_original_script	
9999	89AF	憶	1	60	165	74	179	yes	used_original_script	
9999	89B3	乙	1	75	165	89	179	no	reserved	
9999	89B4	俺	1	90	165	104	179	yes	used_original_script	
9999	89B7	温	1	105	165	119	179	no	reserved	
9999	89B9	音	1	120	165	134	179	no	reserved	
9999	89BA	下	1	135	165	149	179	yes	used_original_script	
9999	89BB	化	1	150	165	164	179	yes	used_original_script	
9999	89BC	仮	1	165	165	179	179	no	reserved	
9999	89BD	何	1	180	165	194	179	yes	used_original_script	
9999	89BF	価	1	195	165	209	179	no	reserved	
9999	89C1	加	1	210	165	224	179	yes	used_original_script	
9999	89C2	可	1	225	165	239	179	yes	used_original_script	
9999	89C5	嫁	1	240	165	254	179	no	reserved	
9999	89C6	家	1	0	180	14	194	yes	used_original_script	
9999	89C8	科	1	15	180	29	194	yes	used_original_script	
9999	89C9	暇	1	30	180	44	194	no	reserved	
9999	89CA	果	1	45	180	59	194	yes	used_original_script	
9999	89CC	歌	1	60	180	74	194	no	reserved	
9999	89CD	河	1	75	180	89	194	yes	used_original_script	
9999	89CE	火	1	90	180	104	194	yes	used_original_script	
9999	89D5	苛	1	105	180	119	194	no	reserved	
9999	89D7	荷	1	120	180	134	194	no	reserved	
9999	89D9	菓	1	135	180	149	194	yes	used_original_script	
9999	89DB	課	1	150	180	164	194	no	reserved	
9999	89DF	過	1	165	180	179	194	yes	used_original_script	
9999	89E4	我	1	180	180	194	194	yes	used_original_script	
9999	89E5	牙	1	195	180	209	194	yes	used_original_script	
9999	89E6	画	1	210	180	224	194	yes	used_original_script	
9999	89EE	介	1	225	180	239	194	no	reserved	
9999	89EF	会	1	240	180	254	194	yes	used_original_script	
9999	89F0	解	1	0	195	14	209	yes	used_original_script	
9999	89F1	回	1	15	195	29	209	yes	used_original_script	
9999	89F3	壊	1	30	195	44	209	yes	used_original_script	
9999	89F5	快	1	45	195	59	209	no	reserved	
9999	89F6	怪	1	60	195	74	209	yes	used_original_script	
9999	89F7	悔	1	75	195	89	209	yes	used_original_script	
9999	89F9	懐	1	90	195	104	209	no	reserved	
9999	89FA	戒	1	105	195	119	209	no	reserved	
9999	89FC	改	1	120	195	134	209	yes	used_original_script	
9999	8A42	械	1	135	195	149	209	yes	used_original_script	
9999	8A45	界	1	150	195	164	209	yes	used_original_script	
9999	8A46	皆	1	165	195	179	209	no	reserved	
9999	8A47	絵	1	180	195	194	209	no	reserved	
9999	8A4A	開	1	195	195	209	209	yes	used_original_script	
9999	8A4B	階	1	210	195	224	209	yes	used_original_script	
9999	8A4F	外	1	225	195	239	209	yes	used_original_script	
9999	8A51	害	1	240	195	254	209	no	reserved	
9999	8A58	街	1	0	210	14	224	yes	used_original_script	
9999	8A5F	垣	1	15	210	29	224	no	reserved	
9999	8A65	各	1	30	210	44	224	no	reserved	
9999	8A67	拡	1	45	210	59	224	no	reserved	
9999	8A69	格	1	60	210	74	224	yes	used_original_script	
9999	8A6A	核	1	75	210	89	224	yes	used_original_script	
9999	8A6D	確	1	90	210	104	224	yes	used_original_script	
9999	8A6F	覚	1	105	210	119	224	yes	used_original_script	
9999	8A70	角	1	120	210	134	224	no	reserved	
9999	8A72	較	1	135	210	149	224	no	reserved	
9999	8A77	学	1	150	210	164	224	yes	used_original_script	
9999	8A79	楽	1	165	210	179	224	yes	used_original_script	
9999	8A7A	額	1	180	210	194	224	yes	used_original_script	
9999	8A7C	掛	1	195	210	209	224	no	reserved	
9999	8A84	割	1	210	210	224	224	yes	used_original_script	
9999	8A88	活	1	225	210	239	224	yes	used_original_script	
9999	8AA6	寒	1	240	210	254	224	yes	used_original_script	
9999	8AA8	勘	1	0	225	14	239	no	reserved	
9999	8AA9	勧	1	15	225	29	239	no	reserved	
9999	8AAA	巻	1	30	225	44	239	yes	used_original_script	
9999	8AAB	喚	1	45	225	59	239	no	reserved	
9999	8AAD	姦	1	60	225	74	239	no	reserved	
9999	8AAE	完	1	75	225	89	239	yes	used_original_script	
9999	8AB2	幹	1	90	225	104	239	no	reserved	
9999	8AB4	感	1	105	225	119	239	yes	used_original_script	
9999	8AB7	換	1	120	225	134	239	yes	used_original_script	
9999	8ABF	漢	1	135	225	149	239	no	reserved	
9999	8AC3	甘	1	150	225	164	239	yes	used_original_script	
9999	8AC4	監	1	165	225	179	239	yes	used_original_script	
9999	8AC7	管	1	180	225	194	239	yes	used_original_script	
9999	8AC8	簡	1	195	225	209	239	yes	used_original_script	
9999	8ACC	肝	1	210	225	224	239	no	reserved	
9999	8ACF	観	1	225	225	239	239	no	reserved	
9999	8AD1	貫	1	240	225	254	239	no	reserved	
9999	8AD4	間	1	0	240	14	254	yes	used_original_script	
9999	8AD5	閑	1	15	240	29	254	no	reserved	
9999	8AD6	関	1	30	240	44	254	yes	used_original_script	
9999	8ADB	丸	1	45	240	59	254	no	reserved	
9999	8ADC	含	1	60	240	74	254	no	reserved	
9999	8AE1	眼	1	75	240	89	254	no	reserved	
9999	8AE2	岩	1	90	240	104	254	no	reserved	
9999	8AE7	顔	1	105	240	119	254	yes	used_original_script	
9999	8AE8	願	1	120	240	134	254	yes	used_original_script	
9999	8AEB	危	1	135	240	149	254	yes	used_original_script	
9999	8AEC	喜	1	150	240	164	254	yes	used_original_script	
9999	8AED	器	1	165	240	179	254	no	reserved	
9999	8AEE	基	1	180	240	194	254	yes	used_original_script	
9999	8AEF	奇	1	195	240	209	254	yes	used_original_script	
9999	8AF0	嬉	1	210	240	224	254	no	reserved	
9999	8AF1	寄	1	225	240	239	254	yes	used_original_script	
9999	8AF2	岐	1	240	240	254	254	no	reserved	
9999	8AF3	希	2	0	0	14	14	yes	used_original_script	
9999	8AFA	期	2	15	0	29	14	yes	used_original_script	
9999	8B40	機	2	30	0	44	14	yes	used_original_script	
9999	8B41	帰	2	45	0	59	14	yes	used_original_script	
9999	8B43	気	2	60	0	74	14	yes	used_original_script	
9999	8B46	祈	2	75	0	89	14	no	reserved	
9999	8B47	季	2	90	0	104	14	no	reserved	
9999	8B4B	規	2	105	0	119	14	no	reserved	
9999	8B4C	記	2	120	0	134	14	yes	used_original_script	
9999	8B4D	貴	2	135	0	149	14	yes	used_original_script	
9999	8B4E	起	2	150	0	164	14	yes	used_original_script	
9999	8B50	輝	2	165	0	179	14	no	reserved	
9999	8B53	鬼	2	180	0	194	14	no	reserved	
9999	8B55	偽	2	195	0	209	14	no	reserved	
9999	8B56	儀	2	210	0	224	14	no	reserved	
9999	8B5A	技	2	225	0	239	14	yes	used_original_script	
9999	8B5B	擬	2	240	0	254	14	no	reserved	
9999	8B5D	犠	2	0	15	14	29	yes	used_original_script	
9999	8B5E	疑	2	15	15	29	29	yes	used_original_script	
9999	8B60	義	2	30	15	44	29	no	reserved	
9999	8B63	議	2	45	15	59	29	yes	used_original_script	
9999	8B67	吉	2	60	15	74	29	no	reserved	
9999	8B69	喫	2	75	15	89	29	no	reserved	
9999	8B6C	詰	2	90	15	104	29	yes	used_original_script	
9999	8B70	却	2	105	15	119	29	yes	used_original_script	
9999	8B71	客	2	120	15	134	29	yes	used_original_script	
9999	8B74	逆	2	135	15	149	29	yes	used_original_script	
9999	8B76	久	2	150	15	164	29	yes	used_original_script	
9999	8B78	休	2	165	15	179	29	yes	used_original_script	
9999	8B79	及	2	180	15	194	29	yes	used_original_script	
9999	8B7A	吸	2	195	15	209	29	yes	used_original_script	
9999	8B7B	宮	2	210	15	224	29	yes	used_original_script	
9999	8B7D	急	2	225	15	239	29	yes	used_original_script	
9999	8B7E	救	2	240	15	254	29	yes	used_original_script	
9999	8B81	求	2	0	30	14	44	yes	used_original_script	
9999	8B83	泣	2	15	30	29	44	yes	used_original_script	
9999	8B85	球	2	30	30	44	44	yes	used_original_script	
9999	8B86	究	2	45	30	59	44	yes	used_original_script	
9999	8B87	窮	2	60	30	74	44	yes	used_original_script	
9999	8B89	級	2	75	30	89	44	yes	used_original_script	
9999	8B8E	去	2	90	30	104	44	yes	used_original_script	
9999	8B8F	居	2	105	30	119	44	yes	used_original_script	
9999	8B90	巨	2	120	30	134	44	yes	used_original_script	
9999	8B92	拠	2	135	30	149	44	yes	used_original_script	
9999	8B93	挙	2	150	30	164	44	no	reserved	
9999	8B96	許	2	165	30	179	44	yes	used_original_script	
9999	8B97	距	2	180	30	194	44	no	reserved	
9999	8B9B	魚	2	195	30	209	44	no	reserved	
9999	8B9E	京	2	210	30	224	44	no	reserved	
9999	8B9F	供	2	225	30	239	44	yes	used_original_script	
9999	8BA4	共	2	240	30	254	44	no	reserved	
9999	8BA5	凶	2	0	45	14	59	yes	used_original_script	
9999	8BA6	協	2	15	45	29	59	yes	used_original_script	
9999	8BA9	叫	2	30	45	44	59	yes	used_original_script	
9999	8BAD	強	2	45	45	59	59	yes	used_original_script	
9999	8BB0	恐	2	60	45	74	59	yes	used_original_script	
9999	8BB3	教	2	75	45	89	59	yes	used_original_script	
9999	8BB5	況	2	90	45	104	59	yes	used_original_script	
9999	8BB6	狂	2	105	45	119	59	yes	used_original_script	
9999	8BB9	胸	2	120	45	134	59	yes	used_original_script	
9999	8BBA	脅	2	135	45	149	59	yes	used_original_script	
9999	8BBB	興	2	150	45	164	59	yes	used_original_script	
9999	8BBD	郷	2	165	45	179	59	yes	used_original_script	
9999	8BBE	鏡	2	180	45	194	59	no	reserved	
9999	8BBF	響	2	195	45	209	59	yes	used_original_script	
9999	8BC1	驚	2	210	45	224	59	yes	used_original_script	
9999	8BC6	業	2	225	45	239	59	yes	used_original_script	
9999	8BC7	局	2	240	45	254	59	yes	used_original_script	
9999	8BC8	曲	2	0	60	14	74	no	reserved	
9999	8BC9	極	2	15	60	29	74	yes	used_original_script	
9999	8BCA	玉	2	30	60	44	74	yes	used_original_script	
9999	8BCF	均	2	45	60	59	74	no	reserved	
9999	8BD6	禁	2	60	60	74	74	no	reserved	
9999	8BD9	緊	2	75	60	89	74	yes	used_original_script	
9999	8BDF	近	2	90	60	104	74	yes	used_original_script	
9999	8BE0	金	2	105	60	119	74	yes	used_original_script	
9999	8BE2	銀	2	120	60	134	74	yes	used_original_script	
9999	8BE4	倶	2	135	60	149	74	no	reserved	
9999	8BE5	句	2	150	60	164	74	yes	used_original_script	
9999	8BE6	区	2	165	60	179	74	yes	used_original_script	
9999	8BEA	苦	2	180	60	194	74	yes	used_original_script	
9999	8BEC	駆	2	195	60	209	74	yes	used_original_script	
9999	8BEF	具	2	210	60	224	74	no	reserved	
9999	8BF0	愚	2	225	60	239	74	yes	used_original_script	
9999	8BF2	喰	2	240	60	254	74	no	reserved	
9999	8BF3	空	2	0	75	14	89	yes	used_original_script	
9999	8BF8	串	2	15	75	29	89	no	reserved	
9999	8BFC	屈	2	30	75	44	89	yes	used_original_script	
9999	8C45	窪	2	45	75	59	89	no	reserved	
9999	8C4A	繰	2	60	75	74	89	yes	used_original_script	
9999	8C4E	君	2	75	75	89	89	yes	used_original_script	
9999	8C50	訓	2	90	75	104	89	yes	used_original_script	
9999	8C51	群	2	105	75	119	89	no	reserved	
9999	8C52	軍	2	120	75	134	89	yes	used_original_script	
9999	8C57	係	2	135	75	149	89	yes	used_original_script	
9999	8C59	刑	2	150	75	164	89	no	reserved	
9999	8C5A	兄	2	165	75	179	89	yes	used_original_script	
9999	8C5E	型	2	180	75	194	89	no	reserved	
9999	8C5F	契	2	195	75	209	89	no	reserved	
9999	8C60	形	2	210	75	224	89	yes	used_original_script	
9999	8C63	慶	2	225	75	239	89	no	reserved	
9999	8C65	憩	2	240	75	254	89	yes	used_original_script	
9999	8C66	掲	2	0	90	14	104	no	reserved	
9999	8C67	携	2	15	90	29	104	no	reserved	
9999	8C68	敬	2	30	90	44	104	yes	used_original_script	
9999	8C69	景	2	45	90	59	104	yes	used_original_script	
9999	8C6E	系	2	60	90	74	104	no	reserved	
9999	8C6F	経	2	75	90	89	104	no	reserved	
9999	8C70	継	2	90	90	104	104	no	reserved	
9999	8C76	計	2	105	90	119	104	yes	used_original_script	
9999	8C78	警	2	120	90	134	104	no	reserved	
9999	8C79	軽	2	135	90	149	104	yes	used_original_script	
9999	8C7D	迎	2	150	90	164	104	no	reserved	
9999	8C82	撃	2	165	90	179	104	yes	used_original_script	
9999	8C83	激	2	180	90	194	104	yes	used_original_script	
9999	8C87	欠	2	195	90	209	104	yes	used_original_script	
9999	8C88	決	2	210	90	224	104	yes	used_original_script	
9999	8C8A	穴	2	225	90	239	104	yes	used_original_script	
9999	8C8B	結	2	240	90	254	104	yes	used_original_script	
9999	8C8C	血	2	0	105	14	119	yes	used_original_script	
9999	8C8E	月	2	15	105	29	119	yes	used_original_script	
9999	8C8F	件	2	30	105	44	119	yes	used_original_script	
9999	8C92	健	2	45	105	59	119	no	reserved	
9999	8C95	剣	2	60	105	74	119	yes	used_original_script	
9999	8C97	圏	2	75	105	89	119	no	reserved	
9999	8C99	嫌	2	90	105	104	119	no	reserved	
9999	8C9A	建	2	105	105	119	119	yes	used_original_script	
9999	8C9B	憲	2	120	105	134	119	no	reserved	
9999	8C9D	拳	2	135	105	149	119	yes	used_original_script	
9999	8C9F	検	2	150	105	164	119	no	reserved	
9999	8CA0	権	2	165	105	179	119	yes	used_original_script	
9999	8CA2	犬	2	180	105	194	119	no	reserved	
9999	8CA4	研	2	195	105	209	119	yes	used_original_script	
9999	8CA7	県	2	210	105	224	119	no	reserved	
9999	8CA8	肩	2	225	105	239	119	yes	used_original_script	
9999	8CA9	見	2	240	105	254	119	yes	used_original_script	
9999	8CAF	険	2	0	120	14	134	yes	used_original_script	
9999	8CB1	験	2	15	120	29	134	yes	used_original_script	
9999	8CB3	元	2	30	120	44	134	yes	used_original_script	
9999	8CB4	原	2	45	120	59	134	yes	used_original_script	
9999	8CB5	厳	2	60	120	74	134	no	reserved	
9999	8CB8	減	2	75	120	89	134	yes	used_original_script	
9999	8CBB	現	2	90	120	104	134	yes	used_original_script	
9999	8CBE	言	2	105	120	119	134	yes	used_original_script	
9999	8CC0	限	2	120	120	134	134	yes	used_original_script	
9999	8CC2	個	2	135	120	149	134	yes	used_original_script	
9999	8CC3	古	2	150	120	164	134	no	reserved	
9999	8CC4	呼	2	165	120	179	134	yes	used_original_script	
9999	8CC5	固	2	180	120	194	134	no	reserved	
9999	8CC7	孤	2	195	120	209	134	no	reserved	
9999	8CC8	己	2	210	120	224	134	no	reserved	
9999	8CC9	庫	2	225	120	239	134	no	reserved	
9999	8CCC	故	2	240	120	254	134	yes	used_original_script	
9999	8CD6	誇	2	0	135	14	149	yes	used_original_script	
9999	8CDD	互	2	15	135	29	149	no	reserved	
9999	8CDF	午	2	30	135	44	149	no	reserved	
9999	8CE3	後	2	45	135	59	149	yes	used_original_script	
9999	8CE4	御	2	60	135	74	149	yes	used_original_script	
9999	8CE5	悟	2	75	135	89	149	yes	used_original_script	
9999	8CEA	語	2	90	135	104	149	yes	used_original_script	
9999	8CEB	誤	2	105	135	119	149	yes	used_original_script	
9999	8CEC	護	2	120	135	134	149	yes	used_original_script	
9999	8CEE	乞	2	135	135	149	149	no	reserved	
9999	8CF0	交	2	150	135	164	149	yes	used_original_script	
9999	8CF3	候	2	165	135	179	149	no	reserved	
9999	8CF5	光	2	180	135	194	149	yes	used_original_script	
9999	8CF6	公	2	195	135	209	149	no	reserved	
9999	8CF7	功	2	210	135	224	149	yes	used_original_script	
9999	8CF8	効	2	225	135	239	149	yes	used_original_script	
9999	8CFB	口	2	240	135	254	149	yes	used_original_script	
9999	8CFC	向	2	0	150	14	164	yes	used_original_script	
9999	8D44	好	2	15	150	29	164	yes	used_original_script	
9999	8D48	工	2	30	150	44	164	yes	used_original_script	
9999	8D4B	幸	2	45	150	59	164	yes	used_original_script	
9999	8D4C	広	2	60	150	74	164	yes	used_original_script	
9999	8D4E	康	2	75	150	89	164	no	reserved	
9999	8D52	抗	2	90	150	104	164	yes	used_original_script	
9999	8D54	控	2	105	150	119	164	no	reserved	
9999	8D55	攻	2	120	150	134	164	yes	used_original_script	
9999	8D58	更	2	135	150	149	164	no	reserved	
9999	8D5A	校	2	150	150	164	164	yes	used_original_script	
9999	8D5C	構	2	165	150	179	164	no	reserved	
9999	8D62	甲	2	180	150	194	164	yes	used_original_script	
9999	8D65	稿	2	195	150	209	164	no	reserved	
9999	8D6C	考	2	210	150	224	164	yes	used_original_script	
9999	8D72	荒	2	225	150	239	164	yes	used_original_script	
9999	8D73	行	2	240	150	254	164	yes	used_original_script	
9999	8D7C	鋼	2	0	165	14	179	no	reserved	
9999	8D7E	降	2	15	165	29	179	yes	used_original_script	
9999	8D80	項	2	30	165	44	179	no	reserved	
9999	8D81	香	2	45	165	59	179	no	reserved	
9999	8D82	高	2	60	165	74	179	yes	used_original_script	
9999	8D86	号	2	75	165	89	179	yes	used_original_script	
9999	8D87	合	2	90	165	104	179	yes	used_original_script	
9999	8D8E	克	2	105	165	119	179	yes	used_original_script	
9999	8D90	告	2	120	165	134	179	yes	used_original_script	
9999	8D91	国	2	135	165	149	179	yes	used_original_script	
9999	8D93	酷	2	150	165	164	179	no	reserved	
9999	8D95	黒	2	165	165	179	179	no	reserved	
9999	8D96	獄	2	180	165	194	179	yes	used_original_script	
9999	8D9C	骨	2	195	165	209	179	yes	used_original_script	
9999	8D9E	込	2	210	165	224	179	no	reserved	
9999	8DA0	頃	2	225	165	239	179	yes	used_original_script	
9999	8DA1	今	2	240	165	254	179	yes	used_original_script	
9999	8DA2	困	2	0	180	14	194	yes	used_original_script	
9999	8DA5	婚	2	15	180	29	194	yes	used_original_script	
9999	8DAA	根	2	30	180	44	194	yes	used_original_script	
9999	8DAC	混	2	45	180	59	194	yes	used_original_script	
9999	8DB0	魂	2	60	180	74	194	yes	used_original_script	
9999	8DB6	左	2	75	180	89	194	no	reserved	
9999	8DB7	差	2	90	180	104	194	yes	used_original_script	
9999	8DB8	査	2	105	180	119	194	yes	used_original_script	
9999	8DBD	鎖	2	120	180	134	194	no	reserved	
9999	8DC0	座	2	135	180	149	194	no	reserved	
9999	8DC1	挫	2	150	180	164	194	no	reserved	
9999	8DC3	催	2	165	180	179	194	yes	used_original_script	
9999	8DC4	再	2	180	180	194	194	yes	used_original_script	
9999	8DC5	最	2	195	180	209	194	yes	used_original_script	
9999	8DC7	塞	2	210	180	224	194	no	reserved	
9999	8DCB	才	2	225	180	239	194	yes	used_original_script	
9999	8DCE	歳	2	240	180	254	194	yes	used_original_script	
9999	8DCF	済	2	0	195	14	209	yes	used_original_script	
9999	8DD5	祭	2	15	195	29	209	no	reserved	
9999	8DD7	細	2	30	195	44	209	yes	used_original_script	
9999	8DD8	菜	2	45	195	59	209	no	reserved	
9999	8DD9	裁	2	60	195	74	209	no	reserved	
9999	8DDA	載	2	75	195	89	209	no	reserved	
9999	8DDB	際	2	90	195	104	209	no	reserved	
9999	8DDD	在	2	105	195	119	209	yes	used_original_script	
9999	8DDE	材	2	120	195	134	209	yes	used_original_script	
9999	8DDF	罪	2	135	195	149	209	yes	used_original_script	
9999	8DE3	阪	2	150	195	164	209	no	reserved	
9999	8DE9	埼	2	165	195	179	209	no	reserved	
9999	8DEC	作	2	180	195	194	209	yes	used_original_script	
9999	8DED	削	2	195	195	209	209	no	reserved	
9999	8DF0	昨	2	210	195	224	209	no	reserved	
9999	8DF4	策	2	225	195	239	209	yes	used_original_script	
9999	8DF5	索	2	240	195	254	209	no	reserved	
9999	8DFB	冊	2	0	210	14	224	no	reserved	
9999	8DFC	刷	2	15	210	29	224	no	reserved	
9999	8E40	察	2	30	210	44	224	yes	used_original_script	
9999	8E44	札	2	45	210	59	224	yes	used_original_script	
9999	8E45	殺	2	60	210	74	224	yes	used_original_script	
9999	8E47	雑	2	75	210	89	224	no	reserved	
9999	8E49	鯖	2	90	210	104	224	no	reserved	
9999	8E4D	皿	2	105	210	119	224	no	reserved	
9999	8E4E	晒	2	120	210	134	224	no	reserved	
9999	8E4F	三	2	135	210	149	224	yes	used_original_script	
9999	8E51	参	2	150	210	164	224	yes	used_original_script	
9999	8E52	山	2	165	210	179	224	yes	used_original_script	
9999	8E53	惨	2	180	210	194	224	no	reserved	
9999	8E55	散	2	195	210	209	224	yes	used_original_script	
9999	8E59	産	2	210	210	224	224	no	reserved	
9999	8E5A	算	2	225	210	239	224	yes	used_original_script	
9999	8E5E	賛	2	240	210	254	224	no	reserved	
9999	8E61	斬	2	0	225	14	239	yes	used_original_script	
9999	8E63	残	2	15	225	29	239	yes	used_original_script	
9999	8E64	仕	2	30	225	44	239	yes	used_original_script	
9999	8E67	使	2	45	225	59	239	yes	used_original_script	
9999	8E69	司	2	60	225	74	239	no	reserved	
9999	8E6A	史	2	75	225	89	239	yes	used_original_script	
9999	8E6D	士	2	90	225	104	239	yes	used_original_script	
9999	8E6E	始	2	105	225	119	239	yes	used_original_script	
9999	8E6F	姉	2	120	225	134	239	yes	used_original_script	
9999	8E70	姿	2	135	225	149	239	yes	used_original_script	
9999	8E71	子	2	150	225	164	239	yes	used_original_script	
9999	8E73	市	2	165	225	179	239	yes	used_original_script	
9999	8E74	師	2	180	225	194	239	yes	used_original_script	
9999	8E75	志	2	195	225	209	239	yes	used_original_script	
9999	8E76	思	2	210	225	224	239	yes	used_original_script	
9999	8E77	指	2	225	225	239	239	yes	used_original_script	
9999	8E78	支	2	240	225	254	239	yes	used_original_script	
9999	8E7E	止	2	0	240	14	254	yes	used_original_script	
9999	8E80	死	2	15	240	29	254	yes	used_original_script	
9999	8E84	私	2	30	240	44	254	yes	used_original_script	
9999	8E85	糸	2	45	240	59	254	yes	used_original_script	
9999	8E86	紙	2	60	240	74	254	no	reserved	
9999	8E8B	視	2	75	240	89	254	yes	used_original_script	
9999	8E8C	詞	2	90	240	104	254	no	reserved	
9999	8E8D	詩	2	105	240	119	254	no	reserved	
9999	8E8E	試	2	120	240	134	254	yes	used_original_script	
9999	8E91	資	2	135	240	149	254	no	reserved	
9999	8E95	歯	2	150	240	164	254	yes	used_original_script	
9999	8E96	事	2	165	240	179	254	yes	used_original_script	
9999	8E97	似	2	180	240	194	254	yes	used_original_script	
9999	8E99	児	2	195	240	209	254	yes	used_original_script	
9999	8E9A	字	2	210	240	224	254	yes	used_original_script	
9999	8E9D	持	2	225	240	239	254	yes	used_original_script	
9999	8E9E	時	2	240	240	254	254	yes	used_original_script	
9999	8E9F	次	3	0	0	14	14	yes	used_original_script	
9999	8EA1	治	3	15	0	29	14	yes	used_original_script	
9999	8EA6	示	3	30	0	44	14	yes	used_original_script	
9999	8EA8	耳	3	45	0	59	14	yes	used_original_script	
9999	8EA9	自	3	60	0	74	14	yes	used_original_script	
9999	8EAB	辞	3	75	0	89	14	no	reserved	
9999	8EAD	鹿	3	90	0	104	14	no	reserved	
9999	8EAE	式	3	105	0	119	14	no	reserved	
9999	8EAF	識	3	120	0	134	14	yes	used_original_script	
9999	8EB5	七	3	135	0	149	14	no	reserved	
9999	8EB7	執	3	150	0	164	14	yes	used_original_script	
9999	8EB8	失	3	165	0	179	14	yes	used_original_script	
9999	8EBA	室	3	180	0	194	14	yes	used_original_script	
9999	8EBF	質	3	195	0	209	14	yes	used_original_script	
9999	8EC0	実	3	210	0	224	14	yes	used_original_script	
9999	8EC5	芝	3	225	0	239	14	yes	used_original_script	
9999	8EC9	舎	3	240	0	254	14	no	reserved	
9999	8ECA	写	3	0	15	14	29	no	reserved	
9999	8ECC	捨	3	15	15	29	29	no	reserved	
9999	8ECD	赦	3	30	15	44	29	yes	used_original_script	
9999	8ED0	社	3	45	15	59	29	no	reserved	
9999	8ED2	者	3	60	15	74	29	yes	used_original_script	
9999	8ED3	謝	3	75	15	89	29	yes	used_original_script	
9999	8ED4	車	3	90	15	104	29	yes	used_original_script	
9999	8ED7	邪	3	105	15	119	29	yes	used_original_script	
9999	8ED8	借	3	120	15	134	29	yes	used_original_script	
9999	8EE3	弱	3	135	15	149	29	yes	used_original_script	
9999	8EE5	主	3	150	15	164	29	yes	used_original_script	
9999	8EE6	取	3	165	15	179	29	yes	used_original_script	
9999	8EE7	守	3	180	15	194	29	yes	used_original_script	
9999	8EE8	手	3	195	15	209	29	yes	used_original_script	
9999	8EEA	殊	3	210	15	224	29	yes	used_original_script	
9999	8EED	種	3	225	15	239	29	yes	used_original_script	
9999	8EF0	酒	3	240	15	254	29	no	reserved	
9999	8EF1	首	3	0	30	14	44	yes	used_original_script	
9999	8EF3	受	3	15	30	29	44	yes	used_original_script	
9999	8EF4	呪	3	30	30	44	44	yes	used_original_script	
9999	8EF5	寿	3	45	30	59	44	no	reserved	
9999	8EFB	収	3	60	30	74	44	yes	used_original_script	
9999	8EFC	周	3	75	30	89	44	no	reserved	
9999	8F43	修	3	90	30	104	44	yes	used_original_script	
9999	8F47	秀	3	105	30	119	44	no	reserved	
9999	8F48	秋	3	120	30	134	44	no	reserved	
9999	8F49	終	3	135	30	149	44	yes	used_original_script	
9999	8F4B	習	3	150	30	164	44	yes	used_original_script	
9999	8F4C	臭	3	165	30	179	44	no	reserved	
9999	8F50	襲	3	180	30	194	44	yes	used_original_script	
9999	8F51	讐	3	195	30	209	44	yes	used_original_script	
9999	8F54	週	3	210	30	224	44	yes	used_original_script	
9999	8F57	集	3	225	30	239	44	yes	used_original_script	
9999	8F5A	住	3	240	30	254	44	yes	used_original_script	
9999	8F5C	十	3	0	45	14	59	yes	used_original_script	
