index	arm9_relative_offset	page	code_hex	native_character	x0	y0	x1	y1	width	height
483	000CA01C	1	88C3	暗	240	105	254	119	15	15
484	000CA028	1	88C4	案	0	120	14	134	15	15
485	000CA034	1	88C8	以	15	120	29	134	15	15
486	000CA040	1	88CA	位	30	120	44	134	15	15
487	000CA04C	1	88CB	依	45	120	59	134	15	15
488	000CA058	1	88CD	囲	60	120	74	134	15	15
489	000CA064	1	88D0	威	75	120	89	134	15	15
490	000CA070	1	88D3	意	90	120	104	134	15	15
491	000CA07C	1	88D5	易	105	120	119	134	15	15
492	000CA088	1	88D7	為	120	120	134	134	15	15
493	000CA094	1	88D9	異	135	120	149	134	15	15
494	000CA0A0	1	88DA	移	150	120	164	134	15	15
495	000CA0AC	1	88DF	衣	165	120	179	134	15	15
496	000CA0B8	1	88E1	違	180	120	194	134	15	15
497	000CA0C4	1	88E2	遺	195	120	209	134	15	15
498	000CA0D0	1	88E3	医	210	120	224	134	15	15
499	000CA0DC	1	88E4	井	225	120	239	134	15	15
500	000CA0E8	1	88E6	域	240	120	254	134	15	15
501	000CA0F4	1	88E7	育	0	135	14	149	15	15
502	000CA100	1	88EA	一	15	135	29	149	15	15
503	000CA10C	1	88EE	稲	30	135	44	149	15	15
504	000CA118	1	88F3	印	45	135	59	149	15	15
505	000CA124	1	88F5	員	60	135	74	149	15	15
506	000CA130	1	88F8	引	75	135	89	149	15	15
507	000CA13C	1	88F9	飲	90	135	104	149	15	15
508	000CA148	1	8942	隠	105	135	119	149	15	15
509	000CA154	1	8945	右	120	135	134	149	15	15
510	000CA160	1	8946	宇	135	135	149	149	15	15
511	000CA16C	1	8949	迂	150	135	164	149	15	15
512	000CA178	1	8950	臼	165	135	179	149	15	15
513	000CA184	1	8952	嘘	180	135	194	149	15	15
514	000CA190	1	8959	浦	195	135	209	149	15	15
515	000CA19C	1	895C	噂	210	135	224	149	15	15
516	000CA1A8	1	895E	運	225	135	239	149	15	15
517	000CA1B4	1	8965	影	240	135	254	149	15	15
518	000CA1C0	1	8966	映	0	150	14	164	15	15
519	000CA1CC	1	8968	栄	15	150	29	164	15	15
520	000CA1D8	1	8969	永	30	150	44	164	15	15
521	000CA1E4	1	8970	英	45	150	59	164	15	15
522	000CA1F0	1	8973	鋭	60	150	74	164	15	15
523	000CA1FC	1	8974	液	75	150	89	164	15	15
524	000CA208	1	897A	越	90	150	104	164	15	15
525	000CA214	1	897E	円	105	150	119	164	15	15
526	000CA220	1	8980	園	120	150	134	164	15	15
527	000CA22C	1	8987	援	135	150	149	164	15	15
528	000CA238	1	8989	演	150	150	164	164	15	15
529	000CA244	1	898C	煙	165	150	179	164	15	15
530	000CA250	1	898E	猿	180	150	194	164	15	15
531	000CA25C	1	8993	遠	195	150	209	164	15	15
532	000CA268	1	8998	汚	210	150	224	164	15	15
533	000CA274	1	899E	応	225	150	239	164	15	15
534	000CA280	1	899F	押	240	150	254	164	15	15
535	000CA28C	1	89A1	横	0	165	14	179	15	15
536	000CA298	1	89A4	王	15	165	29	179	15	15
537	000CA2A4	1	89AD	億	30	165	44	179	15	15
538	000CA2B0	1	89AE	屋	45	165	59	179	15	15
539	000CA2BC	1	89AF	憶	60	165	74	179	15	15
540	000CA2C8	1	89B3	乙	75	165	89	179	15	15
541	000CA2D4	1	89B4	俺	90	165	104	179	15	15
542	000CA2E0	1	89B7	温	105	165	119	179	15	15
543	000CA2EC	1	89B9	音	120	165	134	179	15	15
544	000CA2F8	1	89BA	下	135	165	149	179	15	15
545	000CA304	1	89BB	化	150	165	164	179	15	15
546	000CA310	1	89BC	仮	165	165	179	179	15	15
547	000CA31C	1	89BD	何	180	165	194	179	15	15
548	000CA328	1	89BF	価	195	165	209	179	15	15
549	000CA334	1	89C1	加	210	165	224	179	15	15
550	000CA340	1	89C2	可	225	165	239	179	15	15
551	000CA34C	1	89C5	嫁	240	165	254	179	15	15
552	000CA358	1	89C6	家	0	180	14	194	15	15
553	000CA364	1	89C8	科	15	180	29	194	15	15
554	000CA370	1	89C9	暇	30	180	44	194	15	15
555	000CA37C	1	89CA	果	45	180	59	194	15	15
556	000CA388	1	89CC	歌	60	180	74	194	15	15
557	000CA394	1	89CD	河	75	180	89	194	15	15
558	000CA3A0	1	89CE	火	90	180	104	194	15	15
559	000CA3AC	1	89D5	苛	105	180	119	194	15	15
560	000CA3B8	1	89D7	荷	120	180	134	194	15	15
561	000CA3C4	1	89D9	菓	135	180	149	194	15	15
562	000CA3D0	1	89DB	課	150	180	164	194	15	15
563	000CA3DC	1	89DF	過	165	180	179	194	15	15
564	000CA3E8	1	89E4	我	180	180	194	194	15	15
565	000CA3F4	1	89E5	牙	195	180	209	194	15	15
566	000CA400	1	89E6	画	210	180	224	194	15	15
567	000CA40C	1	89EE	介	225	180	239	194	15	15
568	000CA418	1	89EF	会	240	180	254	194	15	15
569	000CA424	1	89F0	解	0	195	14	209	15	15
570	000CA430	1	89F1	回	15	195	29	209	15	15
571	000CA43C	1	89F3	壊	30	195	44	209	15	15
572	000CA448	1	89F5	快	45	195	59	209	15	15
573	000CA454	1	89F6	怪	60	195	74	209	15	15
574	000CA460	1	89F7	悔	75	195	89	209	15	15
575	000CA46C	1	89F9	懐	90	195	104	209	15	15
576	000CA478	1	89FA	戒	105	195	119	209	15	15
577	000CA484	1	89FC	改	120	195	134	209	15	15
578	000CA490	1	8A42	械	135	195	149	209	15	15
579	000CA49C	1	8A45	界	150	195	164	209	15	15
580	000CA4A8	1	8A46	皆	165	195	179	209	15	15
581	000CA4B4	1	8A47	絵	180	195	194	209	15	15
582	000CA4C0	1	8A4A	開	195	195	209	209	15	15
583	000CA4CC	1	8A4B	階	210	195	224	209	15	15
584	000CA4D8	1	8A4F	外	225	195	239	209	15	15
585	000CA4E4	1	8A51	害	240	195	254	209	15	15
586	000CA4F0	1	8A58	街	0	210	14	224	15	15
587	000CA4FC	1	8A5F	垣	15	210	29	224	15	15
588	000CA508	1	8A65	各	30	210	44	224	15	15
589	000CA514	1	8A67	拡	45	210	59	224	15	15
590	000CA520	1	8A69	格	60	210	74	224	15	15
591	000CA52C	1	8A6A	核	75	210	89	224	15	15
592	000CA538	1	8A6D	確	90	210	104	224	15	15
593	000CA544	1	8A6F	覚	105	210	119	224	15	15
594	000CA550	1	8A70	角	120	210	134	224	15	15
595	000CA55C	1	8A72	較	135	210	149	224	15	15
596	000CA568	1	8A77	学	150	210	164	224	15	15
597	000CA574	1	8A79	楽	165	210	179	224	15	15
598	000CA580	1	8A7A	額	180	210	194	224	15	15
599	000CA58C	1	8A7C	掛	195	210	209	224	15	15
600	000CA598	1	8A84	割	210	210	224	224	15	15
601	000CA5A4	1	8A88	活	225	210	239	224	15	15
602	000CA5B0	1	8AA6	寒	240	210	254	224	15	15
603	000CA5BC	1	8AA8	勘	0	225	14	239	15	15
604	000CA5C8	1	8AA9	勧	15	225	29	239	15	15
605	000CA5D4	1	8AAA	巻	30	225	44	239	15	15
606	000CA5E0	1	8AAB	喚	45	225	59	239	15	15
607	000CA5EC	1	8AAD	姦	60	225	74	239	15	15
608	000CA5F8	1	8AAE	完	75	225	89	239	15	15
609	000CA604	1	8AB2	幹	90	225	104	239	15	15
610	000CA610	1	8AB4	感	105	225	119	239	15	15
611	000CA61C	1	8AB7	換	120	225	134	239	15	15
612	000CA628	1	8ABF	漢	135	225	149	239	15	15
613	000CA634	1	8AC3	甘	150	225	164	239	15	15
614	000CA640	1	8AC4	監	165	225	179	239	15	15
615	000CA64C	1	8AC7	管	180	225	194	239	15	15
616	000CA658	1	8AC8	簡	195	225	209	239	15	15
617	000CA664	1	8ACC	肝	210	225	224	239	15	15
618	000CA670	1	8ACF	観	225	225	239	239	15	15
619	000CA67C	1	8AD1	貫	240	225	254	239	15	15
620	000CA688	1	8AD4	間	0	240	14	254	15	15
621	000CA694	1	8AD5	閑	15	240	29	254	15	15
622	000CA6A0	1	8AD6	関	30	240	44	254	15	15
623	000CA6AC	1	8ADB	丸	45	240	59	254	15	15
624	000CA6B8	1	8ADC	含	60	240	74	254	15	15
625	000CA6C4	1	8AE1	眼	75	240	89	254	15	15
626	000CA6D0	1	8AE2	岩	90	240	104	254	15	15
627	000CA6DC	1	8AE7	顔	105	240	119	254	15	15
628	000CA6E8	1	8AE8	願	120	240	134	254	15	15
629	000CA6F4	1	8AEB	危	135	240	149	254	15	15
630	000CA700	1	8AEC	喜	150	240	164	254	15	15
631	000CA70C	1	8AED	器	165	240	179	254	15	15
632	000CA718	1	8AEE	基	180	240	194	254	15	15
633	000CA724	1	8AEF	奇	195	240	209	254	15	15
634	000CA730	1	8AF0	嬉	210	240	224	254	15	15
635	000CA73C	1	8AF1	寄	225	240	239	254	15	15
636	000CA748	1	8AF2	岐	240	240	254	254	15	15
637	000CA754	2	8AF3	希	0	0	14	14	15	15
638	000CA760	2	8AFA	期	15	0	29	14	15	15
639	000CA76C	2	8B40	機	30	0	44	14	15	15
640	000CA778	2	8B41	帰	45	0	59	14	15	15
641	000CA784	2	8B43	気	60	0	74	14	15	15
642	000CA790	2	8B46	祈	75	0	89	14	15	15
643	000CA79C	2	8B47	季	90	0	104	14	15	15
644	000CA7A8	2	8B4B	規	105	0	119	14	15	15
645	000CA7B4	2	8B4C	記	120	0	134	14	15	15
646	000CA7C0	2	8B4D	貴	135	0	149	14	15	15
647	000CA7CC	2	8B4E	起	150	0	164	14	15	15
648	000CA7D8	2	8B50	輝	165	0	179	14	15	15
649	000CA7E4	2	8B53	鬼	180	0	194	14	15	15
650	000CA7F0	2	8B55	偽	195	0	209	14	15	15
651	000CA7FC	2	8B56	儀	210	0	224	14	15	15
652	000CA808	2	8B5A	技	225	0	239	14	15	15
653	000CA814	2	8B5B	擬	240	0	254	14	15	15
654	000CA820	2	8B5D	犠	0	15	14	29	15	15
655	000CA82C	2	8B5E	疑	15	15	29	29	15	15
656	000CA838	2	8B60	義	30	15	44	29	15	15
657	000CA844	2	8B63	議	45	15	59	29	15	15
658	000CA850	2	8B67	吉	60	15	74	29	15	15
659	000CA85C	2	8B69	喫	75	15	89	29	15	15
660	000CA868	2	8B6C	詰	90	15	104	29	15	15
661	000CA874	2	8B70	却	105	15	119	29	15	15
662	000CA880	2	8B71	客	120	15	134	29	15	15
663	000CA88C	2	8B74	逆	135	15	149	29	15	15
664	000CA898	2	8B76	久	150	15	164	29	15	15
665	000CA8A4	2	8B78	休	165	15	179	29	15	15
666	000CA8B0	2	8B79	及	180	15	194	29	15	15
667	000CA8BC	2	8B7A	吸	195	15	209	29	15	15
668	000CA8C8	2	8B7B	宮	210	15	224	29	15	15
669	000CA8D4	2	8B7D	急	225	15	239	29	15	15
670	000CA8E0	2	8B7E	救	240	15	254	29	15	15
671	000CA8EC	2	8B81	求	0	30	14	44	15	15
672	000CA8F8	2	8B83	泣	15	30	29	44	15	15
673	000CA904	2	8B85	球	30	30	44	44	15	15
674	000CA910	2	8B86	究	45	30	59	44	15	15
675	000CA91C	2	8B87	窮	60	30	74	44	15	15
676	000CA928	2	8B89	級	75	30	89	44	15	15
677	000CA934	2	8B8E	去	90	30	104	44	15	15
678	000CA940	2	8B8F	居	105	30	119	44	15	15
679	000CA94C	2	8B90	巨	120	30	134	44	15	15
680	000CA958	2	8B92	拠	135	30	149	44	15	15
681	000CA964	2	8B93	挙	150	30	164	44	15	15
682	000CA970	2	8B96	許	165	30	179	44	15	15
683	000CA97C	2	8B97	距	180	30	194	44	15	15
684	000CA988	2	8B9B	魚	195	30	209	44	15	15
685	000CA994	2	8B9E	京	210	30	224	44	15	15
686	000CA9A0	2	8B9F	供	225	30	239	44	15	15
687	000CA9AC	2	8BA4	共	240	30	254	44	15	15
688	000CA9B8	2	8BA5	凶	0	45	14	59	15	15
689	000CA9C4	2	8BA6	協	15	45	29	59	15	15
690	000CA9D0	2	8BA9	叫	30	45	44	59	15	15
691	000CA9DC	2	8BAD	強	45	45	59	59	15	15
692	000CA9E8	2	8BB0	恐	60	45	74	59	15	15
693	000CA9F4	2	8BB3	教	75	45	89	59	15	15
694	000CAA00	2	8BB5	況	90	45	104	59	15	15
695	000CAA0C	2	8BB6	狂	105	45	119	59	15	15
696	000CAA18	2	8BB9	胸	120	45	134	59	15	15
697	000CAA24	2	8BBA	脅	135	45	149	59	15	15
698	000CAA30	2	8BBB	興	150	45	164	59	15	15
699	000CAA3C	2	8BBD	郷	165	45	179	59	15	15
700	000CAA48	2	8BBE	鏡	180	45	194	59	15	15
701	000CAA54	2	8BBF	響	195	45	209	59	15	15
702	000CAA60	2	8BC1	驚	210	45	224	59	15	15
703	000CAA6C	2	8BC6	業	225	45	239	59	15	15
704	000CAA78	2	8BC7	局	240	45	254	59	15	15
705	000CAA84	2	8BC8	曲	0	60	14	74	15	15
706	000CAA90	2	8BC9	極	15	60	29	74	15	15
707	000CAA9C	2	8BCA	玉	30	60	44	74	15	15
708	000CAAA8	2	8BCF	均	45	60	59	74	15	15
709	000CAAB4	2	8BD6	禁	60	60	74	74	15	15
710	000CAAC0	2	8BD9	緊	75	60	89	74	15	15
711	000CAACC	2	8BDF	近	90	60	104	74	15	15
712	000CAAD8	2	8BE0	金	105	60	119	74	15	15
713	000CAAE4	2	8BE2	銀	120	60	134	74	15	15
714	000CAAF0	2	8BE4	倶	135	60	149	74	15	15
715	000CAAFC	2	8BE5	句	150	60	164	74	15	15
716	000CAB08	2	8BE6	区	165	60	179	74	15	15
717	000CAB14	2	8BEA	苦	180	60	194	74	15	15
718	000CAB20	2	8BEC	駆	195	60	209	74	15	15
719	000CAB2C	2	8BEF	具	210	60	224	74	15	15
720	000CAB38	2	8BF0	愚	225	60	239	74	15	15
721	000CAB44	2	8BF2	喰	240	60	254	74	15	15
722	000CAB50	2	8BF3	空	0	75	14	89	15	15
723	000CAB5C	2	8BF8	串	15	75	29	89	15	15
724	000CAB68	2	8BFC	屈	30	75	44	89	15	15
725	000CAB74	2	8C45	窪	45	75	59	89	15	15
726	000CAB80	2	8C4A	繰	60	75	74	89	15	15
727	000CAB8C	2	8C4E	君	75	75	89	89	15	15
728	000CAB98	2	8C50	訓	90	75	104	89	15	15
729	000CABA4	2	8C51	群	105	75	119	89	15	15
730	000CABB0	2	8C52	軍	120	75	134	89	15	15
731	000CABBC	2	8C57	係	135	75	149	89	15	15
732	000CABC8	2	8C59	刑	150	75	164	89	15	15
733	000CABD4	2	8C5A	兄	165	75	179	89	15	15
734	000CABE0	2	8C5E	型	180	75	194	89	15	15
735	000CABEC	2	8C5F	契	195	75	209	89	15	15
736	000CABF8	2	8C60	形	210	75	224	89	15	15
737	000CAC04	2	8C63	慶	225	75	239	89	15	15
738	000CAC10	2	8C65	憩	240	75	254	89	15	15
739	000CAC1C	2	8C66	掲	0	90	14	104	15	15
740	000CAC28	2	8C67	携	15	90	29	104	15	15
741	000CAC34	2	8C68	敬	30	90	44	104	15	15
742	000CAC40	2	8C69	景	45	90	59	104	15	15
743	000CAC4C	2	8C6E	系	60	90	74	104	15	15
744	000CAC58	2	8C6F	経	75	90	89	104	15	15
745	000CAC64	2	8C70	継	90	90	104	104	15	15
746	000CAC70	2	8C76	計	105	90	119	104	15	15
747	000CAC7C	2	8C78	警	120	90	134	104	15	15
748	000CAC88	2	8C79	軽	135	90	149	104	15	15
749	000CAC94	2	8C7D	迎	150	90	164	104	15	15
750	000CACA0	2	8C82	撃	165	90	179	104	15	15
751	000CACAC	2	8C83	激	180	90	194	104	15	15
752	000CACB8	2	8C87	欠	195	90	209	104	15	15
753	000CACC4	2	8C88	決	210	90	224	104	15	15
754	000CACD0	2	8C8A	穴	225	90	239	104	15	15
755	000CACDC	2	8C8B	結	240	90	254	104	15	15
756	000CACE8	2	8C8C	血	0	105	14	119	15	15
757	000CACF4	2	8C8E	月	15	105	29	119	15	15
758	000CAD00	2	8C8F	件	30	105	44	119	15	15
759	000CAD0C	2	8C92	健	45	105	59	119	15	15
760	000CAD18	2	8C95	剣	60	105	74	119	15	15
761	000CAD24	2	8C97	圏	75	105	89	119	15	15
762	000CAD30	2	8C99	嫌	90	105	104	119	15	15
763	000CAD3C	2	8C9A	建	105	105	119	119	15	15
764	000CAD48	2	8C9B	憲	120	105	134	119	15	15
765	000CAD54	2	8C9D	拳	135	105	149	119	15	15
766	000CAD60	2	8C9F	検	150	105	164	119	15	15
767	000CAD6C	2	8CA0	権	165	105	179	119	15	15
768	000CAD78	2	8CA2	犬	180	105	194	119	15	15
769	000CAD84	2	8CA4	研	195	105	209	119	15	15
770	000CAD90	2	8CA7	県	210	105	224	119	15	15
771	000CAD9C	2	8CA8	肩	225	105	239	119	15	15
772	000CADA8	2	8CA9	見	240	105	254	119	15	15
773	000CADB4	2	8CAF	険	0	120	14	134	15	15
774	000CADC0	2	8CB1	験	15	120	29	134	15	15
775	000CADCC	2	8CB3	元	30	120	44	134	15	15
776	000CADD8	2	8CB4	原	45	120	59	134	15	15
777	000CADE4	2	8CB5	厳	60	120	74	134	15	15
778	000CADF0	2	8CB8	減	75	120	89	134	15	15
779	000CADFC	2	8CBB	現	90	120	104	134	15	15
780	000CAE08	2	8CBE	言	105	120	119	134	15	15
781	000CAE14	2	8CC0	限	120	120	134	134	15	15
782	000CAE20	2	8CC2	個	135	120	149	134	15	15
783	000CAE2C	2	8CC3	古	150	120	164	134	15	15
784	000CAE38	2	8CC4	呼	165	120	179	134	15	15
785	000CAE44	2	8CC5	固	180	120	194	134	15	15
786	000CAE50	2	8CC7	孤	195	120	209	134	15	15
787	000CAE5C	2	8CC8	己	210	120	224	134	15	15
788	000CAE68	2	8CC9	庫	225	120	239	134	15	15
789	000CAE74	2	8CCC	故	240	120	254	134	15	15
790	000CAE80	2	8CD6	誇	0	135	14	149	15	15
791	000CAE8C	2	8CDD	互	15	135	29	149	15	15
792	000CAE98	2	8CDF	午	30	135	44	149	15	15
793	000CAEA4	2	8CE3	後	45	135	59	149	15	15
794	000CAEB0	2	8CE4	御	60	135	74	149	15	15
795	000CAEBC	2	8CE5	悟	75	135	89	149	15	15
796	000CAEC8	2	8CEA	語	90	135	104	149	15	15
797	000CAED4	2	8CEB	誤	105	135	119	149	15	15
798	000CAEE0	2	8CEC	護	120	135	134	149	15	15
799	000CAEEC	2	8CEE	乞	135	135	149	149	15	15
800	000CAEF8	2	8CF0	交	150	135	164	149	15	15
801	000CAF04	2	8CF3	候	165	135	179	149	15	15
802	000CAF10	2	8CF5	光	180	135	194	149	15	15
803	000CAF1C	2	8CF6	公	195	135	209	149	15	15
804	000CAF28	2	8CF7	功	210	135	224	149	15	15
805	000CAF34	2	8CF8	効	225	135	239	149	15	15
806	000CAF40	2	8CFB	口	240	135	254	149	15	15
807	000CAF4C	2	8CFC	向	0	150	14	164	15	15
808	000CAF58	2	8D44	好	15	150	29	164	15	15
809	000CAF64	2	8D48	工	30	150	44	164	15	15
810	000CAF70	2	8D4B	幸	45	150	59	164	15	15
811	000CAF7C	2	8D4C	広	60	150	74	164	15	15
812	000CAF88	2	8D4E	康	75	150	89	164	15	15
813	000CAF94	2	8D52	抗	90	150	104	164	15	15
814	000CAFA0	2	8D54	控	105	150	119	164	15	15
815	000CAFAC	2	8D55	攻	120	150	134	164	15	15
816	000CAFB8	2	8D58	更	135	150	149	164	15	15
817	000CAFC4	2	8D5A	校	150	150	164	164	15	15
818	000CAFD0	2	8D5C	構	165	150	179	164	15	15
819	000CAFDC	2	8D62	甲	180	150	194	164	15	15
820	000CAFE8	2	8D65	稿	195	150	209	164	15	15
821	000CAFF4	2	8D6C	考	210	150	224	164	15	15
822	000CB000	2	8D72	荒	225	150	239	164	15	15
823	000CB00C	2	8D73	行	240	150	254	164	15	15
824	000CB018	2	8D7C	鋼	0	165	14	179	15	15
825	000CB024	2	8D7E	降	15	165	29	179	15	15
826	000CB030	2	8D80	項	30	165	44	179	15	15
827	000CB03C	2	8D81	香	45	165	59	179	15	15
828	000CB048	2	8D82	高	60	165	74	179	15	15
829	000CB054	2	8D86	号	75	165	89	179	15	15
830	000CB060	2	8D87	合	90	165	104	179	15	15
831	000CB06C	2	8D8E	克	105	165	119	179	15	15
832	000CB078	2	8D90	告	120	165	134	179	15	15
833	000CB084	2	8D91	国	135	165	149	179	15	15
834	000CB090	2	8D93	酷	150	165	164	179	15	15
835	000CB09C	2	8D95	黒	165	165	179	179	15	15
836	000CB0A8	2	8D96	獄	180	165	194	179	15	15
837	000CB0B4	2	8D9C	骨	195	165	209	179	15	15
838	000CB0C0	2	8D9E	込	210	165	224	179	15	15
839	000CB0CC	2	8DA0	頃	225	165	239	179	15	15
840	000CB0D8	2	8DA1	今	240	165	254	179	15	15
841	000CB0E4	2	8DA2	困	0	180	14	194	15	15
842	000CB0F0	2	8DA5	婚	15	180	29	194	15	15
843	000CB0FC	2	8DAA	根	30	180	44	194	15	15
844	000CB108	2	8DAC	混	45	180	59	194	15	15
845	000CB114	2	8DB0	魂	60	180	74	194	15	15
846	000CB120	2	8DB6	左	75	180	89	194	15	15
847	000CB12C	2	8DB7	差	90	180	104	194	15	15
848	000CB138	2	8DB8	査	105	180	119	194	15	15
849	000CB144	2	8DBD	鎖	120	180	134	194	15	15
850	000CB150	2	8DC0	座	135	180	149	194	15	15
851	000CB15C	2	8DC1	挫	150	180	164	194	15	15
852	000CB168	2	8DC3	催	165	180	179	194	15	15
853	000CB174	2	8DC4	再	180	180	194	194	15	15
854	000CB180	2	8DC5	最	195	180	209	194	15	15
855	000CB18C	2	8DC7	塞	210	180	224	194	15	15
856	000CB198	2	8DCB	才	225	180	239	194	15	15
857	000CB1A4	2	8DCE	歳	240	180	254	194	15	15
858	000CB1B0	2	8DCF	済	0	195	14	209	15	15
859	000CB1BC	2	8DD5	祭	15	195	29	209	15	15
860	000CB1C8	2	8DD7	細	30	195	44	209	15	15
861	000CB1D4	2	8DD8	菜	45	195	59	209	15	15
862	000CB1E0	2	8DD9	裁	60	195	74	209	15	15
863	000CB1EC	2	8DDA	載	75	195	89	209	15	15
864	000CB1F8	2	8DDB	際	90	195	104	209	15	15
865	000CB204	2	8DDD	在	105	195	119	209	15	15
866	000CB210	2	8DDE	材	120	195	134	209	15	15
867	000CB21C	2	8DDF	罪	135	195	149	209	15	15
868	000CB228	2	8DE3	阪	150	195	164	209	15	15
869	000CB234	2	8DE9	埼	165	195	179	209	15	15
870	000CB240	2	8DEC	作	180	195	194	209	15	15
871	000CB24C	2	8DED	削	195	195	209	209	15	15
872	000CB258	2	8DF0	昨	210	195	224	209	15	15
873	000CB264	2	8DF4	策	225	195	239	209	15	15
874	000CB270	2	8DF5	索	240	195	254	209	15	15
875	000CB27C	2	8DFB	冊	0	210	14	224	15	15
876	000CB288	2	8DFC	刷	15	210	29	224	15	15
877	000CB294	2	8E40	察	30	210	44	224	15	15
878	000CB2A0	2	8E44	札	45	210	59	224	15	15
879	000CB2AC	2	8E45	殺	60	210	74	224	15	15
880	000CB2B8	2	8E47	雑	75	210	89	224	15	15
881	000CB2C4	2	8E49	鯖	90	210	104	224	15	15
882	000CB2D0	2	8E4D	皿	105	210	119	224	15	15
883	000CB2DC	2	8E4E	晒	120	210	134	224	15	15
884	000CB2E8	2	8E4F	三	135	210	149	224	15	15
885	000CB2F4	2	8E51	参	150	210	164	224	15	15
886	000CB300	2	8E52	山	165	210	179	224	15	15
887	000CB30C	2	8E53	惨	180	210	194	224	15	15
888	000CB318	2	8E55	散	195	210	209	224	15	15
889	000CB324	2	8E59	産	210	210	224	224	15	15
890	000CB330	2	8E5A	算	225	210	239	224	15	15
891	000CB33C	2	8E5E	賛	240	210	254	224	15	15
892	000CB348	2	8E61	斬	0	225	14	239	15	15
893	000CB354	2	8E63	残	15	225	29	239	15	15
894	000CB360	2	8E64	仕	30	225	44	239	15	15
895	000CB36C	2	8E67	使	45	225	59	239	15	15
896	000CB378	2	8E69	司	60	225	74	239	15	15
897	000CB384	2	8E6A	史	75	225	89	239	15	15
898	000CB390	2	8E6D	士	90	225	104	239	15	15
899	000CB39C	2	8E6E	始	105	225	119	239	15	15
900	000CB3A8	2	8E6F	姉	120	225	134	239	15	15
901	000CB3B4	2	8E70	姿	135	225	149	239	15	15
902	000CB3C0	2	8E71	子	150	225	164	239	15	15
903	000CB3CC	2	8E73	市	165	225	179	239	15	15
904	000CB3D8	2	8E74	師	180	225	194	239	15	15
905	000CB3E4	2	8E75	志	195	225	209	239	15	15
906	000CB3F0	2	8E76	思	210	225	224	239	15	15
907	000CB3FC	2	8E77	指	225	225	239	239	15	15
908	000CB408	2	8E78	支	240	225	254	239	15	15
909	000CB414	2	8E7E	止	0	240	14	254	15	15
910	000CB420	2	8E80	死	15	240	29	254	15	15
911	000CB42C	2	8E84	私	30	240	44	254	15	15
912	000CB438	2	8E85	糸	45	240	59	254	15	15
913	000CB444	2	8E86	紙	60	240	74	254	15	15
914	000CB450	2	8E8B	視	75	240	89	254	15	15
915	000CB45C	2	8E8C	詞	90	240	104	254	15	15
916	000CB468	2	8E8D	詩	105	240	119	254	15	15
917	000CB474	2	8E8E	試	120	240	134	254	15	15
918	000CB480	2	8E91	資	135	240	149	254	15	15
919	000CB48C	2	8E95	歯	150	240	164	254	15	15
920	000CB498	2	8E96	事	165	240	179	254	15	15
921	000CB4A4	2	8E97	似	180	240	194	254	15	15
922	000CB4B0	2	8E99	児	195	240	209	254	15	15
923	000CB4BC	2	8E9A	字	210	240	224	254	15	15
924	000CB4C8	2	8E9D	持	225	240	239	254	15	15
925	000CB4D4	2	8E9E	時	240	240	254	254	15	15
926	000CB4E0	3	8E9F	次	0	0	14	14	15	15
927	000CB4EC	3	8EA1	治	15	0	29	14	15	15
928	000CB4F8	3	8EA6	示	30	0	44	14	15	15
929	000CB504	3	8EA8	耳	45	0	59	14	15	15
930	000CB510	3	8EA9	自	60	0	74	14	15	15
931	000CB51C	3	8EAB	辞	75	0	89	14	15	15
932	000CB528	3	8EAD	鹿	90	0	104	14	15	15
933	000CB534	3	8EAE	式	105	0	119	14	15	15
934	000CB540	3	8EAF	識	120	0	134	14	15	15
935	000CB54C	3	8EB5	七	135	0	149	14	15	15
936	000CB558	3	8EB7	執	150	0	164	14	15	15
937	000CB564	3	8EB8	失	165	0	179	14	15	15
938	000CB570	3	8EBA	室	180	0	194	14	15	15
939	000CB57C	3	8EBF	質	195	0	209	14	15	15
940	000CB588	3	8EC0	実	210	0	224	14	15	15
941	000CB594	3	8EC5	芝	225	0	239	14	15	15
942	000CB5A0	3	8EC9	舎	240	0	254	14	15	15
943	000CB5AC	3	8ECA	写	0	15	14	29	15	15
944	000CB5B8	3	8ECC	捨	15	15	29	29	15	15
945	000CB5C4	3	8ECD	赦	30	15	44	29	15	15
946	000CB5D0	3	8ED0	社	45	15	59	29	15	15
947	000CB5DC	3	8ED2	者	60	15	74	29	15	15
948	000CB5E8	3	8ED3	謝	75	15	89	29	15	15
949	000CB5F4	3	8ED4	車	90	15	104	29	15	15
950	000CB600	3	8ED7	邪	105	15	119	29	15	15
951	000CB60C	3	8ED8	借	120	15	134	29	15	15
952	000CB618	3	8EE3	弱	135	15	149	29	15	15
953	000CB624	3	8EE5	主	150	15	164	29	15	15
954	000CB630	3	8EE6	取	165	15	179	29	15	15
955	000CB63C	3	8EE7	守	180	15	194	29	15	15
956	000CB648	3	8EE8	手	195	15	209	29	15	15
957	000CB654	3	8EEA	殊	210	15	224	29	15	15
958	000CB660	3	8EED	種	225	15	239	29	15	15
959	000CB66C	3	8EF0	酒	240	15	254	29	15	15
960	000CB678	3	8EF1	首	0	30	14	44	15	15
961	000CB684	3	8EF3	受	15	30	29	44	15	15
962	000CB690	3	8EF4	呪	30	30	44	44	15	15
963	000CB69C	3	8EF5	寿	45	30	59	44	15	15
964	000CB6A8	3	8EFB	収	60	30	74	44	15	15
